Case Number,Date,Type,Country,Area,Location,Activity,Sex,Injury,Fatal (Y/N),Species,Investigator or Source,pdf,href formula,original order,Date_alterated
1956.09.00.b,1956-09-01 00:00:00,Unprovoked,MAYOTTE,Mozambique Channel,nan,Fishing,M,fatal,Y,Tiger shark,P. Fourmanoir,1956.09.00.b-Mayotte.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.00.b-Mayotte.pdf,1987,Yes
1956.09.00.a,1956-09-01 00:00:00,Unprovoked,ITALY,Tyrrenian Sea,1.5 miles south of  San Felice Circeo,Diving,M,survived,N,"White shark, 13'10"", 1320-lb female ","G. Bini, A. De Maddalena & C. Moore, GSAF",1956.09.00.a-Lombardo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.00.a-Lombardo.pdf,1986,Yes
1956.08.25,1956-08-25 00:00:00,Unprovoked,PAPUA NEW GUINEA,Central Province,"Paga Point or Fishermans Island, Port Moresby",Fishing,M,"fatal, tissue removed from abdomen & thigh",Y,4.3 m [14'] shark,"V.M. Coppleson (1958), pp.49-51 & 264; A.M. Rapson, p. 149",1956.08.25-Benagi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.25-Benagi.pdf,1985,No
1956.08.20,1956-08-20 00:00:00,Unprovoked,PAPUA NEW GUINEA,Central Province,"Paga Point, Port Moresby",Fishing,M,"leg bitten, but survived",N,,"V.M. Coppleson (1958), pp.49 & 264; A.M. Rapson, p.149",1956.08.20-native.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.20-native.pdf,1984,No
1956.08.15.R,1956-08-15 00:00:00,Unprovoked,USA,Puerto Rico,North coast,Diving,M,fatal,Y,,"Virgin Island Daily News, 8/15/1956, p.1",1956.08.15.R-Lago.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.R-Lago.pdf,1983,No
1956.08.15.b,1956-08-15 00:00:00,Provoked,AUSTRALIA,Queensland,Near Southport,Diving,M,laceration to arm when his dive buddy grabbed the shark provoked incident,N,"Wobbegong shark, 4' ","Central Queensland Herald, 8/16/1956",1956.08.15.b-Davis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.b-Davis.pdf,1982,No
1956.08.15.a,1956-08-15 00:00:00,Unprovoked,USA,California,"Pismo Beach, San Luis Obispo County",Swimming,M,"lacerated thigh, hand & shoulder",N,"White shark, 2.7 m [9'] ","D. Miller & R. Collier, V.M. Coppleson (1958), p.255; R. Collier, p. 15",1956.08.15.a-DouglasClarke.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.a-DouglasClarke.pdf,1981,No
1956.08.01,1956-08-01 00:00:00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Chain Rocks, Amanzimtoti",Diving,M,"no injury, right swim fin bitten",N,,"Umtali Post, 8/8/1956, M. Levine, GSAF",1956.08.01-VanDam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.01-VanDam.pdf,1980,No
1956.08.00.e,1956-08-01 00:00:00,Provoked,UNITED KINGDOM,Cornwall,The Lizard,Attempting,M,"fatal, provoked incident",Y,,ThisisCornwall.co.uk ,1956.08.00.e-Kirby.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.e-Kirby.pdf,1979,Yes
1956.08.00.d,1956-08-01 00:00:00,Provoked,UNITED KINGDOM,Cornwall,The Lizard,Attempting,M,"fatal, provoked incident",Y,,ThisisCornwall.co.uk ,1956.08.00.d-Nye.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.d-Nye.pdf,1978,Yes
1956.08.00.c,1956-08-01 00:00:00,Boat,MALTA,Congreve Channel,between Filfla Island and Wied iz-Zurrieq,Fishing,M,"no injury to occupants, but emmanuel ""later died of shock in hospital""",N,Porbeagle or white shark,A. Buttigieg,1956.08.00.c-Zammit.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.c-Zammit.pdf,1977,Yes
1956.08.00.b,1956-08-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,Central Province,Yule Island,Fishing,M,"leg severed, but survived",N,,"V.M. Coppleson (1958), pp.49-51 & 264; A.M. Rapson, p. 149",1956.08.00.b-TsiraNative.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.b-TsiraNative.pdf,1976,Yes
1956.08.00.a,1956-08-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,Central Province,"Fisherman's Island, near Port Moresby",Fishing,M,leg & foot lacerated,N,2.3 m [7'] shark,"V.M. Coppleson (1958), pp.49-51; A. M. Rapson, p. 149",1956.08.00.a-NativeBoy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.a-NativeBoy.pdf,1975,Yes
1956.07.28,1956-07-28 00:00:00,Provoked,USA,Puerto Rico,Aquadilla,Floating,M,fatal. his brother speared a shark which then attacked jose & severed his leg at knee. provoked incident,Y,,"V.M. Coppleson (1958), p.265",1956.07.28-Alengo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.28-Alengo.pdf,1974,No
1956.07.26,1956-07-26 00:00:00,Provoked,USA,California,"Van Ness Municipal Pier, San Francisco",Fishing,M,finger bitten by hooked shark provoked incident,N,8-lb shark,"San Mateo Times, 7/27/1956, p.18",1956.07.26-BansieKoide.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.26-BansieKoide.pdf,1973,No
1956.07.20,1956-07-20 00:00:00,Unprovoked,MALTA,St. Thomas Bay,Marsascala,Swimming,M,fatal,Y,White shark,"V.M. Coppleson (1958), p.261; A. Xuereb; A. Buttigieg & C. Moore, GSAF",1956.07.20-Smedley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.20-Smedley.pdf,1972,No
1956.07.17,1956-07-17 00:00:00,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Wading,F,lacerations to legs,N,,"Miami Daily News, 7/19/1956",1956.07.17-Nelson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.17-Nelson.pdf,1971,No
1956.07.12,1956-07-12 00:00:00,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,arm & leg injured,N,,"News & Courier, 7/14/1956; V.M. Coppleson (1958), pp.  153 & 255",1956.07.12-Rawls.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.12-Rawls.pdf,1970,No
1956.06.28,1956-06-28 00:00:00,Unprovoked,AUSTRALIA,Torres Strait,"Fishman's Island (near Port Moresby, PNG)",Fishing,M,"6"" gashes in foot & leg",N,2.3 m [7'] shark,"A. M. Rapson, p.149; V.M. Coppleson (1962), p.254",1956.06.28-Kila.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.06.28-Kila.pdf,1969,No
1956.06.22,1956-06-22 00:00:00,Boating,PORTUGAL,Madeira,Off Funchal,Longling,M,"fatal. shark sank fishing boat, causing death by drowning",Y,,"C. Moore, GSAF",1956.06.22-Pereira.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.06.22-Pereira.pdf,1968,No
1956.06.20,1956-06-20 00:00:00,Sea Disaster,MID ATLANTIC OCEAN,nan,Venezuelan aircraft lost,,,fatal x 6,Y,,"New York Times, 6/21/1956; L. Schultz & M. Malin, p.558",1956.06.20-VenezuelanAircraft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.06.20-VenezuelanAircraft.pdf,1967,No
1956.05.26.R,1956-05-26 00:00:00,Boating,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,,"no injury, sharks bit propellers, etc",N,White shark,"Natal Mercuy, 5/26/1956",1956.05.26.R-Brunt-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.05.26.R-Brunt-boat.pdf,1966,No
1956.05.07,1956-05-07 00:00:00,Unprovoked,CUBA,nan,nan,Diving,M,fatal,Y,,"V.M. Coppleson (1958), p.258;  V.M. Coppleson (1962), p.253",1956.05.07-Shearman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.05.07-Shearman.pdf,1965,No
1956.05.00,1956-05-01 00:00:00,Unprovoked,AUSTRALIA,Torres Strait,nan,Diving,,"""badly bitten by shark""",N,," V.M. Coppleson (1958), p.245",1956.05.00-diver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.05.00-diver.pdf,1964,Yes
1956.03.25,1956-03-25 00:00:00,Boating,ITALY,Ligurian Sea,"Genova, S. Nazaro, Punta Vagno",Boating,,no details,,Said to involve a 7 m [23'] white shark,A. De Maddalena; Mojetta et al. (1997),1956.03.25-Italy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.25-Italy.pdf,1963,No
1956.03.11,1956-03-11 00:00:00,Unprovoked,AUSTRALIA,New South Wales,"Cronulla, near Sydney",Bathing,M,"right thigh gashed, swim fin torn",N,," V.M. Coppleson (1958), p.112",1956.03.11-Nolan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.11-Nolan.pdf,1962,No
1956.03.04,1956-03-04 00:00:00,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near entrance to Port Phillip Bay",Swimming,M,fatal,Y,3.7 m [12'] shark & may have been another shark nearby,"V.M. Coppleson (1958), pp.110-111 & 241; J. Green, p.34; A. Sharpe, pp.112-113",1956.03.04-Wishart.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.04-Wishart.pdf,1961,No
1956.03.00.b,1956-03-01 00:00:00,Unprovoked,AUSTRALIA,Western Australia,Fremantle,Attempting,M,"no injury to diver, but shark bit hole in his wetsuit",N,,"J. Green, p.34, Spokesman-Review, 3/19/1956",1956.03.00.b-Brown.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.00.b-Brown.pdf,1960,Yes
1956.02.26,1956-02-26 00:00:00,Unprovoked,AUSTRALIA,Queensland,Pioneer River near Mackay,Diving,M,"fatal, large amount of tissue removed from leg, artery severed",Y,1.8 m [6'] shark,"B. Thompson; L. Schultz & M. Malin, p.521",1956.02.26-Antonini.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.02.26-Antonini.pdf,1959,No
1956.02.10.R,1956-02-10 00:00:00,Unprovoked,AUSTRALIA,Victoria,Cowes,Swimming,M,punctures to calves,N,,"The Argus, 2/10/1956",1956.02.10.R-Hamilton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.02.10.R-Hamilton.pdf,1958,No
1956.01.16.R,1956-01-16 00:00:00,Unprovoked,AUSTRALIA,Torres Strait,Palm Island,Diving,M,lacerations to thighs,N,,"The Age, 1/15/1956; V.M. Coppleson (1958), p.245;",1956.01.16.R-Conedo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.01.16.R-Conedo.pdf,1957,No
1956.01.16,1956-01-16 00:00:00,Unprovoked,COSTA RICA,nan,San Juan River,Swimming,M,"fatal, leg severed",Y,,"Washington Post, 1/18/1956;  Note: Webster, p.55, has date of 1/18/1956 and location as Sapoa River in Nicaragua.",1956.01.16-Burton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.01.16-Burton.pdf,1956,No
1956.01.05,1956-01-05 00:00:00,Unprovoked,AUSTRALIA,New South Wales,North Bondi,Skiing,M,"no injury, shark bumped his 17' ski",N,5' to 6' shark,"Sydney Morning Herald, 1/16/1956",1956.01.05-Howell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.01.05-Howell.pdf,1955,No
1956.00.00.h,1956-01-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Diving,M,lower leg & foot lacerated,N,,H.D. Baldridge,1956.00.00.h-NV native-boy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.h-NV native-boy.pdf,1954,Yes
1956.00.00.g,1956-01-01 00:00:00,Sea Disaster,nan,Between Comores & Madagascar,Geyser Bank,,M,fatal,Y,,dinofish.com,1956.00.00.g-Capt-Hunt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.g-Capt-Hunt.pdf,1953,Yes
1956.00.00.f,1956-01-01 00:00:00,Unprovoked,GREECE,Corfu Island,Kérkira,Swimming,F,fatal,Y,White shark,MEDSAF,1956.00.00.f-Margoulis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.f-Margoulis.pdf,1952,Yes
1956.00.00.e,1956-01-01 00:00:00,Provoked,USA,Virginia,"Virginia Beach, Princess Anne County",Removing,M,punctures on shin & calf provoked incident,N,40-lb sand shark,"Virginian Pilot (Norfolk, VA), 9/5/1960",1956.00.00.e-Vaughn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.e-Vaughn.pdf,1951,Yes
1956.00.00.d,1956-01-01 00:00:00,Unprovoked,USA,Virginia,"Virginia Beach, Princess Anne County",Swimming,F,no details,,,"A. MacCormick, p.11, citing the New Orleans Times-Picayune, 8/17/1983",1956.00.00.d-girl-VirginiaBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.d-girl-VirginiaBeach.pdf,1950,Yes
1956.00.00.c,1956-01-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Kimuta, Renard Island",,,"non-fatal, treated at misima hospital",N,,"A.M. Rapson, p. 149",1956.00.00.c-Kimuta.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.c-Kimuta.pdf,1949,Yes
1956.00.00.b,1956-01-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Hus Island,,M,right calf bitten,N,,"A.M. Rapson, p.149;",1956.00.00.b-Hus-Island.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.b-Hus-Island.pdf,1948,Yes
1956.00.00.a,1956-01-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Enuk Island,,M,"fatal, head & neck bitten",Y,,"J. McLachlan, Medical Officer, Kavieng; A. M. Rapson, p.149",1956.00.00.a-Enuk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.a-Enuk.pdf,1947,Yes
1955.12.31,1955-12-31 00:00:00,Boating,AUSTRALIA,Tasmania,nan,Racing,,"no injury to occupants, shark gouged hull",N,,"C. Black, GSAF",1955.12.31.R-Even.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.12.31.R-Even.pdf,1946,No
1955.12.11,1955-12-11 00:00:00,Boating,USA,Florida,½ mile offshore & 9 miles north of Fort Pierce,Fishing,,"no injury to occupants, shark released from net holed boat",N,,"R.F. Hutton, 3/30/1959, citing Miami Herald; T. Helm, p.234",1955.12.11-boat Neilly_Charlton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.12.11-boat Neilly_Charlton.pdf,1945,No
1955.11.16,1955-11-16 00:00:00,Unprovoked,PAPUA NEW GUINEA,Central Province,"Kalautu Village, Baibara at the mouth of Oibada River",Swimming,M,right thigh bitten,N,Wobbegong shark,"J. G. Davis; A.M. Rapson, pp.143 & 148 ",1955.11.16-NiuBodu.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.11.16-NiuBodu.pdf,1944,No
1955.11.00,1955-11-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Low Island, Manus",Spearfishing,M,right arm severely bitten,N,,"Rapson, p.149",1955.11.00-LowIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.11.00-LowIsland.pdf,1943,Yes
1955.10.16,1955-10-16 00:00:00,Provoked,AUSTRALIA,Queensland,"Tully, North Queensland",Spearfishing,M,lassoed shark bit his hand provoked incident,N,6' shark,"Sydney Morning Herald, 10/17/1955;V.M. Coppleson (1958), p.185; Cross, p.34",1955.10.16-Cross.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.10.16-Cross.pdf,1942,No
1955.09.23.b,1955-09-23 00:00:00,Sea Disaster,NORTH PACIFIC OCEAN,1000 miles west of Hawaii,Between Wake & Johnston Islands,Flying,M,fatal,Y,Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,"Letter from Captain Raoul G. Rehrer in letter to G.A. Llano in Sharks and Survival, pp.381-382; V.M. Coppleson (1962), p.257",1955.09.23.b-Olsen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.23.b-Olsen.pdf,1941,No
1955.09.23.a,1955-09-23 00:00:00,Sea Disaster,NORTH PACIFIC OCEAN,1000 miles west of Hawaii,Between Wake & Johnston Islands,Flying,M,bitten several times before being rescued after 43 hours in the sea by the freighter stell advocate,N,"Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,","Letter from Captain R. G. Rehrer in letter to G.A. Llano in Sharks and Survival, pp.381-382; V.M. Coppleson (1962), p.257",1955.09.23.a-Hightower.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.23.a-Hightower.pdf,1940,No
1955.09.20,1955-09-20 00:00:00,Unprovoked,USA,Hawaii,East Moloka'i,Hunting,M,arm bitten,N,,"J. Borg, p.73; L. Taylor (1993), pp.100-101;  Note:  Date listed as Mar-1956 by V.M. Coppleson (1958), p.260 and 1956 by A. Resciniti, p.53",1955.09.20-Diez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.20-Diez.pdf,1939,No
1955.09.04,1955-09-04 00:00:00,Unprovoked,USA,California,"Venice Beach, Los Angeles County",Swimming,M,dorsum of right foot lacerated,N,,"R. Collier, p.14-15; L.A. Times, 9/5/1955; V.M. Coppleson (1958), p.254; D. Miller & R. Collier;",1955.09.04-Vaughters_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.04-Vaughters_Collier.pdf,1938,No
1955.09.03,1955-09-03 00:00:00,Unprovoked,USA,California,"Venice Beach, Los Angeles County",,M,minor injury,N,,"LA Times, 9/5/1955 editon ",1955.09.03-VeniceBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.03-VeniceBeach.pdf,1937,No
1955.08.30.b,1955-08-30 00:00:00,Unprovoked,JAPAN,Izo Islands,"Mikura-jima Island, 150 miles south of Tokyo",Fishing,M,fatal,Y,,"K. Nakaya, L.A. Times, 8/31/1955; V.M. Coppleson (1962), p.247",1955.08.30.b-Yoshi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.30.b-Yoshi.pdf,1936,No
1955.08.30.a,1955-08-30 00:00:00,Provoked,USA,California,"Zuma Beach, Santa Monica, Los Angeles County",Surfing,M,"surfer grabbed shark, which turned & bit him and 2 lifeguards provoked incident",N,5' thresher or blue shark. The shark  was killed following the incident,"SAF Case #244; D. Miller & R. Collier, V.M. Coppleson (1958), p.255",1955.08.30.a-DaleStrand.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.30.a-DaleStrand.pdf,1935,No
1955.08.26,1955-08-26 00:00:00,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Opatija,Swimming,F,fatal,Y,White shark,R. Rocconi,1955.08.26-Podzum.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.26-Podzum.pdf,1934,No
1955.08.08,1955-08-08 00:00:00,Unprovoked,AMERICAN SAMOA,Tutuila Island,Pago Pago Bay,Swimming,M,"fatal, abdomen bitten",Y,Blue shark,M. Hosina,1955.08.08-Samoa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.08-Samoa.pdf,1933,No
1955.08.04.R,1955-08-04 00:00:00,Provoked,USA,South Carolina,Windy Hill Beach,Fishing,M,finger bitten by hooked shark provoked incident,N,"""a small shark""","Kingsport Times, 8/4/1955",1955.08.04.R-SC-fisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.04.R-SC-fisherman.pdf,1932,No
1955.08.00.c,1955-08-01 00:00:00,Unprovoked,NORTH ATLANTIC OCEAN,Open sea,nan,Treading,M,no injury,N,,"H.D.Baldridge (1994), SAF Case #1489",1955.08.00.c-NV-Emrich.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.00.c-NV-Emrich.pdf,1931,Yes
1955.08.00.a,1955-08-01 00:00:00,Boating,AUSTRALIA,South Australia,Port Augusta,Fishing,,whelan's head was injured when he fell to the deck as shark rammed boat,N,Tooth fragments recovered from hull,"V.M. Coppleson (1958), pp.184-185",1955.08.00.a-Whelan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.00.a-Whelan.pdf,1930,Yes
1955.07.25,1955-07-25 00:00:00,Unprovoked,JAPAN,Okayama Prefecture,Usimado-no-Seto,,M,fatal,Y,Blue shark,M. Hosina,1955.07.25-Ishida.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.07.25-Ishida.pdf,1929,No
1955.07.23,1955-07-23 00:00:00,Unprovoked,USA,Rhode Island,Occupasstuxet  (Patuxent) Cove,Wading,M,bites on legs & thighs,N,0.7 m [2.5'] sand shark,"The Lowell Sun, 7/24/1955",1955.07.23-Cashman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.07.23-Cashman.pdf,1928,No
1955.07.15,1955-07-15 00:00:00,Unprovoked,MONTENEGRO,Adriatic Sea,Budva,Swimming,M,fatal,Y,"White shark, 6.5 m ","R. Rocconi;               A. De Maddalena; Radovanovic (1965), Soldo & Jardas (2000)",1955.07.15-Romasevic.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.07.15-Romasevic.pdf,1927,No
1955.07.07,1955-07-07 00:00:00,Unprovoked,YEMEN,Aden,Telegraph Bay,Swimming,F,"fatal, back lacerated, arm & leg severed",Y,2.4 m [8']  shark,"Evening Sun (Baltimore), 9/27/1955; V.M. Coppleson (1958), p.265; H.D. Baldridge, p.125; M. McDiarmid, p.65 ",1955.07.07-Dixon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.07.07-Dixon.pdf,1926,No
1955.05.08,1955-05-08 00:00:00,Provoked,USA,California,"Malibu, Los Angeles County",Spearfishing,M,diver hit shark & right forearm slightly injured provoked incident,N,2 m [6.75'] shark,"D. Miller & R. Collier, V.M. Coppleson (1958), p.254; ",1955.05.08-Yeargin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.05.08-Yeargin.pdf,1925,No
1955.05.00,1955-05-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Lou Island, south of Manus Island",Spearfishing,M,"right forearm severely lacerated, left arm & hand lacerated",N,,"V.M. Coppleson (1958), pp.144-146 ",1955.05.00-Sindilin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.05.00-Sindilin.pdf,1924,Yes
1955.04.13.R,1955-04-13 00:00:00,Unprovoked,PAPUA NEW GUINEA,Central Province,"Hadrians (Haidana?) Island, near Port Moresby",Spearfishing,M,left shoulder bitten,N,6' shark,"South Pacific Post, 4/13/1955; V.M. Coppleson (1962), p.254",1955.04.13.R-Gairu.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.04.13.R-Gairu.pdf,1923,No
1955.04.12,1955-04-12 00:00:00,Unprovoked,PAPUA NEW GUINEA,nan,Abau,Spearfishing,M,no injury. shark took string of fish then struck canoe,N,6' shark,"South Pacific Post, 4/20/1955",1955.04.12-Kula.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.04.12-Kula.pdf,1922,No
1955.04.00,1955-04-01 00:00:00,Unprovoked,USA,Hawaii,"Hilo, Hawai'i",Fishing,M,hand bitten,N,,"Tribune-Herald (Hilo, Hawaii), 4/14/1963; J. Borg, p.73; L. Taylor, p.100-101 ; NOTE: Oshiro later sued owner of the boat for $15,000 in damages",1955.04.00-Oshiro.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.04.00-Oshiro.pdf,1921,Yes
1955.03.09,1955-03-09 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Wamberal,Surfing,M,fatal,Y,,"V.M. Coppleson (1958), pp.84-85 & 236; A. Sharpe, pp.82-83",1955.03.09-Langford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.03.09-Langford.pdf,1920,No
1955.03.00.b,1955-03-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,"New Ireland, Bismarck Archipelago","Kabiman, West coast",Swimming,M,left leg bitten,N,"""small brown-colored shark""","Namatanai Dept. of Public Health;  A. M. Rapson, p.148",1955.03.00.b-Liuda.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.03.00.b-Liuda.pdf,1919,Yes
1955.03.00.a,1955-03-01 00:00:00,Provoked,AUSTRALIA,Western Australia,Woodmans Point,Competing,M,leg of wetsuit torn after spear fired at shark  provoked incident,N,,"H.D. Baldridge, p.104",1955.03.00.a-Brown.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.03.00.a-Brown.pdf,1918,Yes
1955.02.10,1955-02-10 00:00:00,Unprovoked,USA,California,"Trinidad Bay, Humboldt County",Diving,M,"no injury, shark bumped diver's face",N,"Leopard shark, 3' Triakis semifasciata, identified by J.W. DeWitt (1955)","J. DeWitt (1955); V.M. Coppleson (1962), p.255; D. Miller & R. Collier",1955.02.10-Adams.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.10-Adams.pdf,1917,No
1955.02.06,1955-02-06 00:00:00,Unprovoked,USA,California,"Pacific Grove, Monterey County",Spearfishing,M,"swimfin & 2 wool socks removed by shark, suit torn",N,"White shark, 5 m to 6 m [16.5' to 20] ","R. Collier, pp. 13-14; D. Miller & R. Collier; California Fish & Game; V.M. Coppleson (1958), pp. 156 & 254; H.D. Baldridge, p.68",1955.02.06-JamesJacobs_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.06-JamesJacobs_Collier.pdf,1916,No
1955.02.05,1955-02-05 00:00:00,Unprovoked,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbor, Sydney",Swimming,M,"fatal, legs bitten",Y,3.6 m  white shark  (or bronze whaler),"V.M. Coppleson (1958), pp.71, 175 & 236; A. Sharpe, pp.74-75",1955.02.05-Rautenberg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.05-Rautenberg.pdf,1915,No
1955.02.04,1955-02-04 00:00:00,Unprovoked,INDIA,Tamil Nadu,"Vanagiri, Madras (Chennai), Bay of Bengal",Fishing,M,leg bitten,N,,"V.M. Coppleson (1958), p.261",1955.02.04-Nedugattan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.04-Nedugattan.pdf,1914,No
1955.02.01.,1955-02-01 00:00:00,Boating,AUSTRALIA,New South Wales,Parramatta River,Rowing,,"no injury to occupants; shark grabbed oar, vaulted over scull",N,,"V.M. Coppleson (1958), p.187",1955.02.01-Racing-scull.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.01-Racing-scull.pdf,1913,No
1955.02.00,1955-02-01 00:00:00,Boating,AUSTRALIA,New South Wales,Coffs Harbor,Rowing,,"no injury to occupants, 6 sharks charged boat",N,4 m [13'] shark x 6,"V.M. Coppleson (1958), p.186",1955.02.00-Richards-Irwin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.00-Richards-Irwin.pdf,1912,Yes
1955.01.17,1955-01-17 00:00:00,Unprovoked,AUSTRALIA,New South Wales,"Wyargine Point, Edwards Beach, Balmoral Beach, Sydney",Hunting,M,"fatal, anterior left leg & right calf bitten, no tissue lost",Y,"Bronze whaler shark,3.7 m [12'] ","V.M. Coppleson (1958), pp.71, 174-175 & 236; A. Sharpe, p.74",1955.01.17-Willis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.01.17-Willis.pdf,1911,No
